vendor_part_no,period_month,store_region,qty,sales_dollars,avg_price
BI100182,2025-04,MTN,87,8964.48,103.04
BI100182,2025-04,PSW,98,10097.92,103.04
BI100182,2025-04,PNW,70,7212.8,103.04
BI100182,2025-05,NE,82,8449.28,103.04
BI100182,2025-05,MA,91,9376.64,103.04
BI100182,2025-05,SE,81,8346.24,103.04
BI100182,2025-05,MW,79,8140.16,103.04
BI100182,2025-05,TX,79,8140.16,103.04
BI100182,2025-05,MTN,87,8964.48,103.04
BI100182,2025-05,PSW,94,9685.76,103.04
BI100182,2025-05,PNW,73,7521.92,103.04
BI100182,2025-06,NE,75,7728.0,103.04
BI100182,2025-06,MA,91,9376.64,103.04
BI100182,2025-06,SE,85,8758.4,103.04
BI100182,2025-06,MW,80,8243.2,103.04
BI100182,2025-06,TX,87,8964.48,103.04
BI100182,2025-06,MTN,79,8140.16,103.04
BI100182,2025-06,PSW,89,9170.56,103.04
BI100182,2025-06,PNW,77,7934.08,103.04
BI100182,2025-07,NE,84,8655.36,103.04
BI100182,2025-07,MA,101,10407.04,103.04
BI100182,2025-07,SE,88,9067.52,103.04
BI100182,2025-07,MW,72,7418.88,103.04
BI100182,2025-07,TX,91,9376.64,103.04
BI100182,2025-07,MTN,78,8037.12,103.04
BI100182,2025-07,PSW,100,10304.0,103.04
BI100182,2025-07,PNW,69,7109.76,103.04
BI100182,2025-08,NE,83,8552.32,103.04
BI100182,2025-08,MA,92,9479.68,103.04
BI100182,2025-08,SE,82,8449.28,103.04
BI100182,2025-08,MW,81,8346.24,103.04
BI100182,2025-08,TX,79,8140.16,103.04
BI100182,2025-08,MTN,82,8449.28,103.04
BI100182,2025-08,PSW,97,9994.88,103.04
BI100182,2025-08,PNW,77,7934.08,103.04
BI100182,2025-09,NE,77,7934.08,103.04
BI100182,2025-09,MA,94,9685.76,103.04
BI100182,2025-09,SE,81,8346.24,103.04
BI100182,2025-09,MW,78,8037.12,103.04
BI100182,2025-09,TX,88,9067.52,103.04
BI100182,2025-09,MTN,90,9273.6,103.04
BI100182,2025-09,PSW,87,8964.48,103.04
BI100182,2025-09,PNW,72,7418.88,103.04
BI100182,2025-10,NE,78,8037.12,103.04
BI100182,2025-10,MA,93,9582.72,103.04
BI100182,2025-10,SE,87,8964.48,103.04
BI100182,2025-10,MW,74,7624.96,103.04
BI100182,2025-10,TX,81,8346.24,103.04
BI100182,2025-10,MTN,79,8140.16,103.04
BI100182,2025-10,PSW,102,10510.08,103.04
BI100182,2025-10,PNW,71,7315.84,103.04
BI100182,2025-11,NE,85,8758.4,103.04
BI100182,2025-11,MA,98,10097.92,103.04
BI100182,2025-11,SE,90,9273.6,103.04
BI100182,2025-11,MW,72,7418.88,103.04
BI100182,2025-11,TX,84,8655.36,103.04
BI100182,2025-11,MTN,88,9067.52,103.04
BI100182,2025-11,PSW,90,9273.6,103.04
BI100182,2025-11,PNW,71,7315.84,103.04
BI100182,2025-12,NE,84,8655.36,103.04
BI100182,2025-12,MA,107,11025.28,103.04
BI100182,2025-12,SE,85,8758.4,103.04
BI100182,2025-12,MW,76,7831.04,103.04
BI100182,2025-12,TX,84,8655.36,103.04
BI100182,2025-12,MTN,85,8758.4,103.04
BI100182,2025-12,PSW,93,9582.72,103.04
BI100182,2025-12,PNW,74,7624.96,103.04
BI100189,2024-01,NE,22,4596.68,208.94
BI100189,2024-01,MA,20,4178.8,208.94
BI100189,2024-01,SE,18,3760.92,208.94
BI100189,2024-01,MW,17,3551.98,208.94
BI100189,2024-01,TX,21,4387.74,208.94
BI100189,2024-01,MTN,21,4387.74,208.94
BI100189,2024-01,PSW,16,3343.04,208.94
BI100189,2024-01,PNW,18,3760.92,208.94
BI100189,2024-02,NE,23,4805.62,208.94
BI100189,2024-02,MA,20,4178.8,208.94
BI100189,2024-02,SE,17,3551.98,208.94
BI100189,2024-02,MW,17,3551.98,208.94
BI100189,2024-02,TX,21,4387.74,208.94
BI100189,2024-02,MTN,20,4178.8,208.94
BI100189,2024-02,PSW,17,3551.98,208.94
BI100189,2024-02,PNW,19,3969.86,208.94
BI100189,2024-03,NE,24,5014.56,208.94
BI100189,2024-03,MA,22,4596.68,208.94
BI100189,2024-03,SE,17,3551.98,208.94
BI100189,2024-03,MW,18,3760.92,208.94
BI100189,2024-03,TX,21,4387.74,208.94
BI100189,2024-03,MTN,22,4596.68,208.94
BI100189,2024-03,PSW,15,3134.1,208.94
BI100189,2024-03,PNW,18,3760.92,208.94
BI100189,2024-04,NE,23,4805.62,208.94
BI100189,2024-04,MA,20,4178.8,208.94
BI100189,2024-04,SE,18,3760.92,208.94
BI100189,2024-04,MW,19,3969.86,208.94
BI100189,2024-04,TX,21,4387.74,208.94
BI100189,2024-04,MTN,19,3969.86,208.94
BI100189,2024-04,PSW,18,3760.92,208.94
BI100189,2024-04,PNW,17,3551.98,208.94
BI100189,2024-05,NE,24,5014.56,208.94
BI100189,2024-05,MA,22,4596.68,208.94
BI100189,2024-05,SE,17,3551.98,208.94
BI100189,2024-05,MW,19,3969.86,208.94
BI100189,2024-05,TX,20,4178.8,208.94
BI100189,2024-05,MTN,20,4178.8,208.94
BI100189,2024-05,PSW,17,3551.98,208.94
BI100189,2024-05,PNW,18,3760.92,208.94
BI100189,2024-06,NE,24,5014.56,208.94
BI100189,2024-06,MA,22,4596.68,208.94
BI100189,2024-06,SE,18,3760.92,208.94
BI100189,2024-06,MW,17,3551.98,208.94
BI100189,2024-06,TX,20,4178.8,208.94
BI100189,2024-06,MTN,22,4596.68,208.94
BI100189,2024-06,PSW,18,3760.92,208.94
BI100189,2024-06,PNW,19,3969.86,208.94
BI100189,2024-07,NE,23,4805.62,208.94
BI100189,2024-07,MA,20,4178.8,208.94
BI100189,2024-07,SE,18,3760.92,208.94
BI100189,2024-07,MW,18,3760.92,208.94
BI100189,2024-07,TX,22,4596.68,208.94
BI100189,2024-07,MTN,22,4596.68,208.94
BI100189,2024-07,PSW,18,3760.92,208.94
BI100189,2024-07,PNW,19,3969.86,208.94
BI100189,2024-08,NE,26,5432.44,208.94
BI100189,2024-08,MA,23,4805.62,208.94
BI100189,2024-08,SE,19,3969.86,208.94
BI100189,2024-08,MW,19,3969.86,208.94
BI100189,2024-08,TX,20,4178.8,208.94
BI100189,2024-08,MTN,21,4387.74,208.94
BI100189,2024-08,PSW,18,3760.92,208.94
BI100189,2024-08,PNW,19,3969.86,208.94
BI100189,2024-09,NE,24,5014.56,208.94
BI100189,2024-09,MA,22,4596.68,208.94
BI100189,2024-09,SE,17,3551.98,208.94
BI100189,2024-09,MW,20,4178.8,208.94
BI100189,2024-09,TX,20,4178.8,208.94
BI100189,2024-09,MTN,22,4596.68,208.94
BI100189,2024-09,PSW,17,3551.98,208.94
BI100189,2024-09,PNW,17,3551.98,208.94
BI100189,2024-10,NE,25,5223.5,208.94
BI100189,2024-10,MA,21,4387.74,208.94
BI100189,2024-10,SE,17,3551.98,208.94
BI100189,2024-10,MW,18,3760.92,208.94
BI100189,2024-10,TX,21,4387.74,208.94
BI100189,2024-10,MTN,22,4596.68,208.94
BI100189,2024-10,PSW,16,3343.04,208.94
BI100189,2024-10,PNW,20,4178.8,208.94
BI100189,2024-11,NE,24,5014.56,208.94
BI100189,2024-11,MA,21,4387.74,208.94
BI100189,2024-11,SE,19,3969.86,208.94
BI100189,2024-11,MW,19,3969.86,208.94
BI100189,2024-11,TX,20,4178.8,208.94
BI100189,2024-11,MTN,22,4596.68,208.94
BI100189,2024-11,PSW,17,3551.98,208.94
BI100189,2024-11,PNW,18,3760.92,208.94
BI100189,2024-12,NE,24,5014.56,208.94
BI100189,2024-12,MA,24,5014.56,208.94
BI100189,2024-12,SE,19,3969.86,208.94
BI100189,2024-12,MW,21,4387.74,208.94
BI100189,2024-12,TX,22,4596.68,208.94
BI100189,2024-12,MTN,21,4387.74,208.94
BI100189,2024-12,PSW,17,3551.98,208.94
BI100189,2024-12,PNW,19,3969.86,208.94
BI100189,2025-01,NE,24,5014.56,208.94
BI100189,2025-01,MA,22,4596.68,208.94
BI100189,2025-01,SE,18,3760.92,208.94
BI100189,2025-01,MW,20,4178.8,208.94
BI100189,2025-01,TX,20,4178.8,208.94
BI100189,2025-01,MTN,21,4387.74,208.94
BI100189,2025-01,PSW,18,3760.92,208.94
BI100189,2025-01,PNW,20,4178.8,208.94
BI100189,2025-02,NE,23,4805.62,208.94
BI100189,2025-02,MA,24,5014.56,208.94
BI100189,2025-02,SE,17,3551.98,208.94
BI100189,2025-02,MW,20,4178.8,208.94
BI100189,2025-02,TX,22,4596.68,208.94
BI100189,2025-02,MTN,22,4596.68,208.94
BI100189,2025-02,PSW,19,3969.86,208.94
BI100189,2025-02,PNW,18,3760.92,208.94
BI100189,2025-03,NE,27,5641.38,208.94
BI100189,2025-03,MA,22,4596.68,208.94
BI100189,2025-03,SE,18,3760.92,208.94
BI100189,2025-03,MW,19,3969.86,208.94
BI100189,2025-03,TX,22,4596.68,208.94
BI100189,2025-03,MTN,22,4596.68,208.94
BI100189,2025-03,PSW,16,3343.04,208.94
BI100189,2025-03,PNW,18,3760.92,208.94
BI100189,2025-04,NE,27,5641.38,208.94
BI100189,2025-04,MA,22,4596.68,208.94
BI100189,2025-04,SE,19,3969.86,208.94
BI100189,2025-04,MW,19,3969.86,208.94
BI100189,2025-04,TX,23,4805.62,208.94
BI100189,2025-04,MTN,23,4805.62,208.94
BI100189,2025-04,PSW,17,3551.98,208.94
BI100189,2025-04,PNW,19,3969.86,208.94
BI100189,2025-05,NE,24,5014.56,208.94
BI100189,2025-05,MA,22,4596.68,208.94
BI100189,2025-05,SE,19,3969.86,208.94
BI100189,2025-05,MW,19,3969.86,208.94
BI100189,2025-05,TX,23,4805.62,208.94
BI100189,2025-05,MTN,21,4387.74,208.94
BI100189,2025-05,PSW,18,3760.92,208.94
BI100189,2025-05,PNW,19,3969.86,208.94
BI100189,2025-06,NE,26,5432.44,208.94
BI100189,2025-06,MA,24,5014.56,208.94
BI100189,2025-06,SE,18,3760.92,208.94
BI100189,2025-06,MW,19,3969.86,208.94
BI100189,2025-06,TX,23,4805.62,208.94
BI100189,2025-06,MTN,22,4596.68,208.94
BI100189,2025-06,PSW,18,3760.92,208.94
BI100189,2025-06,PNW,21,4387.74,208.94
BI100189,2025-07,NE,26,5432.44,208.94
BI100189,2025-07,MA,21,4387.74,208.94
BI100189,2025-07,SE,19,3969.86,208.94
BI100189,2025-07,MW,21,4387.74,208.94
BI100189,2025-07,TX,23,4805.62,208.94
BI100189,2025-07,MTN,21,4387.74,208.94
BI100189,2025-07,PSW,19,3969.86,208.94
BI100189,2025-07,PNW,20,4178.8,208.94
BI100189,2025-08,NE,27,5641.38,208.94
BI100189,2025-08,MA,23,4805.62,208.94
BI100189,2025-08,SE,19,3969.86,208.94
BI100189,2025-08,MW,21,4387.74,208.94
BI100189,2025-08,TX,24,5014.56,208.94
BI100189,2025-08,MTN,21,4387.74,208.94
BI100189,2025-08,PSW,17,3551.98,208.94
BI100189,2025-08,PNW,18,3760.92,208.94
BI100189,2025-09,NE,28,5850.32,208.94
BI100189,2025-09,MA,22,4596.68,208.94
BI100189,2025-09,SE,19,3969.86,208.94
BI100189,2025-09,MW,21,4387.74,208.94
BI100189,2025-09,TX,21,4387.74,208.94
BI100189,2025-09,MTN,22,4596.68,208.94
BI100189,2025-09,PSW,17,3551.98,208.94
BI100189,2025-09,PNW,20,4178.8,208.94
BI100189,2025-10,NE,28,5850.32,208.94
BI100189,2025-10,MA,25,5223.5,208.94
BI100189,2025-10,SE,18,3760.92,208.94
BI100189,2025-10,MW,21,4387.74,208.94
BI100189,2025-10,TX,22,4596.68,208.94
BI100189,2025-10,MTN,23,4805.62,208.94
BI100189,2025-10,PSW,18,3760.92,208.94
BI100189,2025-10,PNW,20,4178.8,208.94
BI100189,2025-11,NE,27,5641.38,208.94
BI100189,2025-11,MA,22,4596.68,208.94
BI100189,2025-11,SE,18,3760.92,208.94
BI100189,2025-11,MW,20,4178.8,208.94
BI100189,2025-11,TX,23,4805.62,208.94
BI100189,2025-11,MTN,22,4596.68,208.94
BI100189,2025-11,PSW,19,3969.86,208.94
BI100189,2025-11,PNW,19,3969.86,208.94
BI100189,2025-12,NE,28,5850.32,208.94
BI100189,2025-12,MA,22,4596.68,208.94
BI100189,2025-12,SE,19,3969.86,208.94
BI100189,2025-12,MW,21,4387.74,208.94
BI100189,2025-12,TX,24,5014.56,208.94
BI100189,2025-12,MTN,23,4805.62,208.94
BI100189,2025-12,PSW,18,3760.92,208.94
BI100189,2025-12,PNW,20,4178.8,208.94
BI100196,2024-01,NE,96,16574.4,172.65
BI100196,2024-01,MA,102,17610.3,172.65
BI100196,2024-01,SE,115,19854.75,172.65
BI100196,2024-01,MW,106,18300.9,172.65
BI100196,2024-01,TX,112,19336.8,172.65
BI100196,2024-01,MTN,119,20545.35,172.65
BI100196,2024-01,PSW,125,21581.25,172.65
BI100196,2024-01,PNW,128,22099.2,172.65
BI100196,2024-02,NE,98,16919.7,172.65
BI100196,2024-02,MA,106,18300.9,172.65
BI100196,2024-02,SE,102,17610.3,172.65
BI100196,2024-02,MW,107,18473.55,172.65
BI100196,2024-02,TX,106,18300.9,172.65
BI100196,2024-02,MTN,114,19682.1,172.65
BI100196,2024-02,PSW,129,22271.85,172.65
BI100196,2024-02,PNW,123,21235.95,172.65
BI100196,2024-03,NE,99,17092.35,172.65
BI100196,2024-03,MA,92,15883.8,172.65
BI100196,2024-03,SE,102,17610.3,172.65
BI100196,2024-03,MW,96,16574.4,172.65
BI100196,2024-03,TX,113,19509.45,172.65
BI100196,2024-03,MTN,120,20718.0,172.65
BI100196,2024-03,PSW,114,19682.1,172.65
BI100196,2024-03,PNW,123,21235.95,172.65
BI100196,2024-04,NE,107,18473.55,172.65
BI100196,2024-04,MA,95,16401.75,172.65
BI100196,2024-04,SE,108,18646.2,172.65
BI100196,2024-04,MW,107,18473.55,172.65
BI100196,2024-04,TX,116,20027.4,172.65
BI100196,2024-04,MTN,130,22444.5,172.65
BI100196,2024-04,PSW,117,20200.05,172.65
BI100196,2024-04,PNW,129,22271.85,172.65
BI100196,2024-05,NE,107,18473.55,172.65
BI100196,2024-05,MA,105,18128.25,172.65
BI100196,2024-05,SE,112,19336.8,172.65
BI100196,2024-05,MW,96,16574.4,172.65
BI100196,2024-05,TX,113,19509.45,172.65
BI100196,2024-05,MTN,122,21063.3,172.65
BI100196,2024-05,PSW,130,22444.5,172.65
BI100196,2024-05,PNW,123,21235.95,172.65
BI100196,2024-06,NE,109,18818.85,172.65
BI100196,2024-06,MA,100,17265.0,172.65
BI100196,2024-06,SE,103,17782.95,172.65
BI100196,2024-06,MW,104,17955.6,172.65
BI100196,2024-06,TX,112,19336.8,172.65
BI100196,2024-06,MTN,116,20027.4,172.65
BI100196,2024-06,PSW,120,20718.0,172.65
BI100196,2024-06,PNW,121,20890.65,172.65
BI100196,2024-07,NE,116,20027.4,172.65
BI100196,2024-07,MA,96,16574.4,172.65
BI100196,2024-07,SE,107,18473.55,172.65
BI100196,2024-07,MW,110,18991.5,172.65
BI100196,2024-07,TX,112,19336.8,172.65
BI100196,2024-07,MTN,123,21235.95,172.65
BI100196,2024-07,PSW,127,21926.55,172.65
BI100196,2024-07,PNW,125,21581.25,172.65
BI100196,2024-08,NE,114,19682.1,172.65
BI100196,2024-08,MA,109,18818.85,172.65
BI100196,2024-08,SE,111,19164.15,172.65
BI100196,2024-08,MW,101,17437.65,172.65
BI100196,2024-08,TX,123,21235.95,172.65
BI100196,2024-08,MTN,114,19682.1,172.65
BI100196,2024-08,PSW,134,23135.1,172.65
BI100196,2024-08,PNW,126,21753.9,172.65
BI100196,2024-09,NE,110,18991.5,172.65
BI100196,2024-09,MA,101,17437.65,172.65
BI100196,2024-09,SE,116,20027.4,172.65
BI100196,2024-09,MW,109,18818.85,172.65
BI100196,2024-09,TX,122,21063.3,172.65
BI100196,2024-09,MTN,122,21063.3,172.65
BI100196,2024-09,PSW,129,22271.85,172.65
BI100196,2024-09,PNW,135,23307.75,172.65
BI100196,2024-10,NE,114,19682.1,172.65
BI100196,2024-10,MA,99,17092.35,172.65
BI100196,2024-10,SE,104,17955.6,172.65
BI100196,2024-10,MW,109,18818.85,172.65
BI100196,2024-10,TX,113,19509.45,172.65
BI100196,2024-10,MTN,126,21753.9,172.65
BI100196,2024-10,PSW,131,22617.15,172.65
BI100196,2024-10,PNW,122,21063.3,172.65
BI100196,2024-11,NE,105,18128.25,172.65
BI100196,2024-11,MA,110,18991.5,172.65
BI100196,2024-11,SE,122,21063.3,172.65
BI100196,2024-11,MW,100,17265.0,172.65
BI100196,2024-11,TX,120,20718.0,172.65
BI100196,2024-11,MTN,127,21926.55,172.65
BI100196,2024-11,PSW,131,22617.15,172.65
BI100196,2024-11,PNW,138,23825.7,172.65
BI100196,2024-12,NE,115,19854.75,172.65
BI100196,2024-12,MA,99,17092.35,172.65
BI100196,2024-12,SE,115,19854.75,172.65
BI100196,2024-12,MW,102,17610.3,172.65
BI100196,2024-12,TX,111,19164.15,172.65
BI100196,2024-12,MTN,120,20718.0,172.65
BI100196,2024-12,PSW,132,22789.8,172.65
BI100196,2024-12,PNW,140,24171.0,172.65
BI100196,2025-01,NE,111,19164.15,172.65
BI100196,2025-01,MA,108,18646.2,172.65
BI100196,2025-01,SE,119,20545.35,172.65
BI100196,2025-01,MW,101,17437.65,172.65
BI100196,2025-01,TX,115,19854.75,172.65
BI100196,2025-01,MTN,125,21581.25,172.65
BI100196,2025-01,PSW,127,21926.55,172.65
BI100196,2025-01,PNW,126,21753.9,172.65
BI100196,2025-02,NE,120,20718.0,172.65
BI100196,2025-02,MA,98,16919.7,172.65
BI100196,2025-02,SE,107,18473.55,172.65
BI100196,2025-02,MW,107,18473.55,172.65
BI100196,2025-02,TX,116,20027.4,172.65
BI100196,2025-02,MTN,130,22444.5,172.65
BI100196,2025-02,PSW,136,23480.4,172.65
BI100196,2025-02,PNW,133,22962.45,172.65
BI100196,2025-03,NE,108,18646.2,172.65
BI100196,2025-03,MA,103,17782.95,172.65
BI100196,2025-03,SE,119,20545.35,172.65
BI100196,2025-03,MW,104,17955.6,172.65
BI100196,2025-03,TX,113,19509.45,172.65
BI100196,2025-03,MTN,134,23135.1,172.65
BI100196,2025-03,PSW,137,23653.05,172.65
BI100196,2025-03,PNW,141,24343.65,172.65
BI100196,2025-04,NE,107,18473.55,172.65
BI100196,2025-04,MA,100,17265.0,172.65
BI100196,2025-04,SE,124,21408.6,172.65
BI100196,2025-04,MW,110,18991.5,172.65
BI100196,2025-04,TX,110,18991.5,172.65
BI100196,2025-04,MTN,124,21408.6,172.65
BI100196,2025-04,PSW,124,21408.6,172.65
BI100196,2025-04,PNW,136,23480.4,172.65
BI100196,2025-05,NE,110,18991.5,172.65
BI100196,2025-05,MA,114,19682.1,172.65
BI100196,2025-05,SE,116,20027.4,172.65
BI100196,2025-05,MW,114,19682.1,172.65
BI100196,2025-05,TX,123,21235.95,172.65
BI100196,2025-05,MTN,133,22962.45,172.65
BI100196,2025-05,PSW,138,23825.7,172.65
BI100196,2025-05,PNW,142,24516.3,172.65
BI100196,2025-06,NE,117,20200.05,172.65
BI100196,2025-06,MA,113,19509.45,172.65
BI100196,2025-06,SE,112,19336.8,172.65
BI100196,2025-06,MW,111,19164.15,172.65
BI100196,2025-06,TX,112,19336.8,172.65
BI100196,2025-06,MTN,137,23653.05,172.65
BI100196,2025-06,PSW,131,22617.15,172.65
BI100196,2025-06,PNW,127,21926.55,172.65
BI100196,2025-07,NE,108,18646.2,172.65
BI100196,2025-07,MA,109,18818.85,172.65
BI100196,2025-07,SE,121,20890.65,172.65
BI100196,2025-07,MW,108,18646.2,172.65
BI100196,2025-07,TX,128,22099.2,172.65
BI100196,2025-07,MTN,121,20890.65,172.65
BI100196,2025-07,PSW,142,24516.3,172.65
BI100196,2025-07,PNW,139,23998.35,172.65
BI100196,2025-08,NE,123,21235.95,172.65
BI100196,2025-08,MA,117,20200.05,172.65
BI100196,2025-08,SE,114,19682.1,172.65
BI100196,2025-08,MW,112,19336.8,172.65
BI100196,2025-08,TX,122,21063.3,172.65
BI100196,2025-08,MTN,133,22962.45,172.65
BI100196,2025-08,PSW,135,23307.75,172.65
BI100196,2025-08,PNW,144,24861.6,172.65
BI100196,2025-09,NE,113,19509.45,172.65
BI100196,2025-09,MA,119,20545.35,172.65
BI100196,2025-09,SE,120,20718.0,172.65
BI100196,2025-09,MW,103,17782.95,172.65
BI100196,2025-09,TX,125,21581.25,172.65
BI100196,2025-09,MTN,125,21581.25,172.65
BI100196,2025-09,PSW,133,22962.45,172.65
BI100196,2025-09,PNW,130,22444.5,172.65
BI100196,2025-10,NE,124,21408.6,172.65
BI100196,2025-10,MA,113,19509.45,172.65
BI100196,2025-10,SE,126,21753.9,172.65
BI100196,2025-10,MW,113,19509.45,172.65
BI100196,2025-10,TX,133,22962.45,172.65
BI100196,2025-10,MTN,129,22271.85,172.65
BI100196,2025-10,PSW,140,24171.0,172.65
BI100196,2025-10,PNW,134,23135.1,172.65
BI100196,2025-11,NE,114,19682.1,172.65
BI100196,2025-11,MA,120,20718.0,172.65
BI100196,2025-11,SE,112,19336.8,172.65
BI100196,2025-11,MW,107,18473.55,172.65
BI100196,2025-11,TX,119,20545.35,172.65
BI100196,2025-11,MTN,140,24171.0,172.65
BI100196,2025-11,PSW,130,22444.5,172.65
BI100196,2025-11,PNW,135,23307.75,172.65
BI100196,2025-12,NE,127,21926.55,172.65
BI100196,2025-12,MA,108,18646.2,172.65
BI100196,2025-12,SE,118,20372.7,172.65
BI100196,2025-12,MW,121,20890.65,172.65
BI100196,2025-12,TX,118,20372.7,172.65
BI100196,2025-12,MTN,133,22962.45,172.65
BI100196,2025-12,PSW,130,22444.5,172.65
BI100196,2025-12,PNW,140,24171.0,172.65
BI100203,2024-01,NE,66,7581.42,114.87
BI100203,2024-01,MA,103,11831.61,114.87
BI100203,2024-01,SE,95,10912.65,114.87
BI100203,2024-01,MW,90,10338.3,114.87
BI100203,2024-01,TX,68,7811.16,114.87
BI100203,2024-01,MTN,83,9534.21,114.87
BI100203,2024-01,PSW,100,11487.0,114.87
BI100203,2024-01,PNW,73,8385.51,114.87
BI100203,2024-02,NE,72,8270.64,114.87
BI100203,2024-02,MA,111,12750.57,114.87
BI100203,2024-02,SE,86,9878.82,114.87
BI100203,2024-02,MW,97,11142.39,114.87
BI100203,2024-02,TX,73,8385.51,114.87
BI100203,2024-02,MTN,78,8959.86,114.87
BI100203,2024-02,PSW,99,11372.13,114.87
BI100203,2024-02,PNW,68,7811.16,114.87
BI100203,2024-03,NE,68,7811.16,114.87
BI100203,2024-03,MA,109,12520.83,114.87
BI100203,2024-03,SE,85,9763.95,114.87
BI100203,2024-03,MW,101,11601.87,114.87
BI100203,2024-03,TX,74,8500.38,114.87
BI100203,2024-03,MTN,85,9763.95,114.87
BI100203,2024-03,PSW,100,11487.0,114.87
BI100203,2024-03,PNW,67,7696.29,114.87
BI100203,2024-04,NE,70,8040.9,114.87
BI100203,2024-04,MA,105,12061.35,114.87
BI100203,2024-04,SE,96,11027.52,114.87
BI100203,2024-04,MW,96,11027.52,114.87
BI100203,2024-04,TX,70,8040.9,114.87
BI100203,2024-04,MTN,84,9649.08,114.87
BI100203,2024-04,PSW,109,12520.83,114.87
BI100203,2024-04,PNW,77,8844.99,114.87
BI100203,2024-05,NE,77,8844.99,114.87
BI100203,2024-05,MA,104,11946.48,114.87
BI100203,2024-05,SE,92,10568.04,114.87
BI100203,2024-05,MW,97,11142.39,114.87
BI100203,2024-05,TX,72,8270.64,114.87
BI100203,2024-05,MTN,82,9419.34,114.87
BI100203,2024-05,PSW,109,12520.83,114.87
BI100203,2024-05,PNW,75,8615.25,114.87
BI100203,2024-06,NE,70,8040.9,114.87
BI100203,2024-06,MA,115,13210.05,114.87
BI100203,2024-06,SE,94,10797.78,114.87
BI100203,2024-06,MW,102,11716.74,114.87
BI100203,2024-06,TX,71,8155.77,114.87
BI100203,2024-06,MTN,77,8844.99,114.87
BI100203,2024-06,PSW,101,11601.87,114.87
BI100203,2024-06,PNW,78,8959.86,114.87
BI100203,2024-07,NE,69,7926.03,114.87
BI100203,2024-07,MA,108,12405.96,114.87
BI100203,2024-07,SE,95,10912.65,114.87
BI100203,2024-07,MW,94,10797.78,114.87
BI100203,2024-07,TX,72,8270.64,114.87
BI100203,2024-07,MTN,82,9419.34,114.87
BI100203,2024-07,PSW,96,11027.52,114.87
BI100203,2024-07,PNW,68,7811.16,114.87
BI100203,2024-08,NE,73,8385.51,114.87
BI100203,2024-08,MA,103,11831.61,114.87
BI100203,2024-08,SE,89,10223.43,114.87
BI100203,2024-08,MW,102,11716.74,114.87
BI100203,2024-08,TX,72,8270.64,114.87
BI100203,2024-08,MTN,77,8844.99,114.87
BI100203,2024-08,PSW,108,12405.96,114.87
BI100203,2024-08,PNW,75,8615.25,114.87
BI100203,2024-09,NE,70,8040.9,114.87
BI100203,2024-09,MA,118,13554.66,114.87
BI100203,2024-09,SE,92,10568.04,114.87
BI100203,2024-09,MW,91,10453.17,114.87
BI100203,2024-09,TX,80,9189.6,114.87
BI100203,2024-09,MTN,84,9649.08,114.87
BI100203,2024-09,PSW,106,12176.22,114.87
BI100203,2024-09,PNW,70,8040.9,114.87
BI100203,2024-10,NE,73,8385.51,114.87
BI100203,2024-10,MA,109,12520.83,114.87
BI100203,2024-10,SE,92,10568.04,114.87
BI100203,2024-10,MW,97,11142.39,114.87
BI100203,2024-10,TX,80,9189.6,114.87
BI100203,2024-10,MTN,86,9878.82,114.87
BI100203,2024-10,PSW,112,12865.44,114.87
BI100203,2024-10,PNW,69,7926.03,114.87
BI100203,2024-11,NE,73,8385.51,114.87
BI100203,2024-11,MA,116,13324.92,114.87
BI100203,2024-11,SE,96,11027.52,114.87
BI100203,2024-11,MW,98,11257.26,114.87
BI100203,2024-11,TX,77,8844.99,114.87
BI100203,2024-11,MTN,79,9074.73,114.87
BI100203,2024-11,PSW,100,11487.0,114.87
BI100203,2024-11,PNW,72,8270.64,114.87
BI100203,2024-12,NE,81,9304.47,114.87
BI100203,2024-12,MA,120,13784.4,114.87
BI100203,2024-12,SE,88,10108.56,114.87
BI100203,2024-12,MW,94,10797.78,114.87
BI100203,2024-12,TX,73,8385.51,114.87
BI100203,2024-12,MTN,85,9763.95,114.87
BI100203,2024-12,PSW,103,11831.61,114.87
BI100203,2024-12,PNW,81,9304.47,114.87
BI100203,2025-01,NE,82,9419.34,114.87
BI100203,2025-01,MA,111,12750.57,114.87
BI100203,2025-01,SE,93,10682.91,114.87
BI100203,2025-01,MW,101,11601.87,114.87
BI100203,2025-01,TX,73,8385.51,114.87
BI100203,2025-01,MTN,79,9074.73,114.87
BI100203,2025-01,PSW,103,11831.61,114.87
BI100203,2025-01,PNW,80,9189.6,114.87
BI100203,2025-02,NE,84,9649.08,114.87
BI100203,2025-02,MA,105,12061.35,114.87
BI100203,2025-02,SE,95,10912.65,114.87
BI100203,2025-02,MW,93,10682.91,114.87
BI100203,2025-02,TX,73,8385.51,114.87
BI100203,2025-02,MTN,79,9074.73,114.87
BI100203,2025-02,PSW,108,12405.96,114.87
BI100203,2025-02,PNW,74,8500.38,114.87
BI100203,2025-03,NE,80,9189.6,114.87
BI100203,2025-03,MA,121,13899.27,114.87
BI100203,2025-03,SE,97,11142.39,114.87
BI100203,2025-03,MW,100,11487.0,114.87
BI100203,2025-03,TX,78,8959.86,114.87
BI100203,2025-03,MTN,84,9649.08,114.87
BI100203,2025-03,PSW,101,11601.87,114.87
BI100203,2025-03,PNW,71,8155.77,114.87
BI100203,2025-04,NE,85,9763.95,114.87
BI100203,2025-04,MA,107,12291.09,114.87
