CHEWY_PRODUCT_PART_NUMBER,reporting_week_month,region,fill_rate,on_hand_units,forecast_units
CW500072,2025-10,SE,0.976,98,53
CW500072,2025-10,MW,0.947,29,52
CW500072,2025-10,TX,0.931,113,67
CW500072,2025-10,MTN,0.99,69,58
CW500072,2025-10,PSW,0.987,53,48
CW500072,2025-10,PNW,0.992,45,54
CW500072,2025-11,NE,0.95,70,64
CW500072,2025-11,MA,0.952,93,51
CW500072,2025-11,SE,0.962,66,54
CW500072,2025-11,MW,0.979,37,54
CW500072,2025-11,TX,0.98,28,57
CW500072,2025-11,MTN,0.934,82,55
CW500072,2025-11,PSW,0.959,80,48
CW500072,2025-11,PNW,0.989,36,48
CW500072,2025-12,NE,0.982,76,61
CW500072,2025-12,MA,0.984,79,45
CW500072,2025-12,SE,0.947,53,46
CW500072,2025-12,MW,0.956,51,49
CW500072,2025-12,TX,0.976,95,58
CW500072,2025-12,MTN,0.949,36,62
CW500072,2025-12,PSW,0.955,90,49
CW500072,2025-12,PNW,0.966,92,49
CW500075,2024-01,NE,0.996,93,84
CW500075,2024-01,MA,0.98,212,121
CW500075,2024-01,SE,0.98,66,106
CW500075,2024-01,MW,0.939,44,84
CW500075,2024-01,TX,0.977,66,114
CW500075,2024-01,MTN,0.954,69,91
CW500075,2024-01,PSW,0.945,88,100
CW500075,2024-01,PNW,0.963,109,111
CW500075,2024-02,NE,0.969,147,90
CW500075,2024-02,MA,0.951,116,126
CW500075,2024-02,SE,0.968,142,101
CW500075,2024-02,MW,0.942,139,89
CW500075,2024-02,TX,0.966,169,125
CW500075,2024-02,MTN,0.979,143,89
CW500075,2024-02,PSW,0.958,66,99
CW500075,2024-02,PNW,1.0,221,111
CW500075,2024-03,NE,0.943,137,82
CW500075,2024-03,MA,0.96,81,121
CW500075,2024-03,SE,0.975,126,109
CW500075,2024-03,MW,0.975,60,82
CW500075,2024-03,TX,0.936,120,120
CW500075,2024-03,MTN,0.979,153,94
CW500075,2024-03,PSW,0.975,162,105
CW500075,2024-03,PNW,0.981,108,118
CW500075,2024-04,NE,0.946,69,84
CW500075,2024-04,MA,0.951,106,128
CW500075,2024-04,SE,0.99,102,102
CW500075,2024-04,MW,0.949,59,85
CW500075,2024-04,TX,0.985,165,126
CW500075,2024-04,MTN,0.946,61,97
CW500075,2024-04,PSW,0.935,56,108
CW500075,2024-04,PNW,0.985,178,108
CW500075,2024-05,NE,0.965,103,86
CW500075,2024-05,MA,0.971,83,137
CW500075,2024-05,SE,0.955,82,116
CW500075,2024-05,MW,0.962,97,81
CW500075,2024-05,TX,0.961,190,117
CW500075,2024-05,MTN,0.941,68,103
CW500075,2024-05,PSW,0.935,193,111
CW500075,2024-05,PNW,0.947,98,124
CW500075,2024-06,NE,0.955,57,83
CW500075,2024-06,MA,0.97,184,119
CW500075,2024-06,SE,0.999,61,110
CW500075,2024-06,MW,0.984,100,77
CW500075,2024-06,TX,0.989,119,114
CW500075,2024-06,MTN,0.937,136,99
CW500075,2024-06,PSW,0.997,146,103
CW500075,2024-06,PNW,0.987,123,112
CW500075,2024-07,NE,0.958,174,95
CW500075,2024-07,MA,0.978,214,120
CW500075,2024-07,SE,0.987,207,107
CW500075,2024-07,MW,0.993,54,78
CW500075,2024-07,TX,0.964,114,121
CW500075,2024-07,MTN,0.937,135,92
CW500075,2024-07,PSW,0.99,81,111
CW500075,2024-07,PNW,0.977,149,122
CW500075,2024-08,NE,0.943,91,93
CW500075,2024-08,MA,0.997,126,124
CW500075,2024-08,SE,0.959,191,105
CW500075,2024-08,MW,0.978,78,77
CW500075,2024-08,TX,0.967,210,133
CW500075,2024-08,MTN,0.931,127,104
CW500075,2024-08,PSW,0.947,136,102
CW500075,2024-08,PNW,0.973,76,112
CW500075,2024-09,NE,0.934,114,88
CW500075,2024-09,MA,0.934,97,129
CW500075,2024-09,SE,0.999,96,102
CW500075,2024-09,MW,0.971,123,78
CW500075,2024-09,TX,0.934,59,126
CW500075,2024-09,MTN,0.936,157,97
CW500075,2024-09,PSW,0.983,84,113
CW500075,2024-09,PNW,0.946,136,114
CW500075,2024-10,NE,0.954,103,91
CW500075,2024-10,MA,0.944,114,135
CW500075,2024-10,SE,0.936,79,114
CW500075,2024-10,MW,0.947,62,87
CW500075,2024-10,TX,0.999,192,119
CW500075,2024-10,MTN,0.942,150,94
CW500075,2024-10,PSW,0.966,124,104
CW500075,2024-10,PNW,0.972,135,124
CW500075,2024-11,NE,0.969,150,93
CW500075,2024-11,MA,0.979,135,129
CW500075,2024-11,SE,0.985,209,113
CW500075,2024-11,MW,0.992,109,88
CW500075,2024-11,TX,0.974,136,118
CW500075,2024-11,MTN,0.963,111,96
CW500075,2024-11,PSW,0.99,124,105
CW500075,2024-11,PNW,0.953,103,115
CW500075,2024-12,NE,0.969,156,92
CW500075,2024-12,MA,0.998,150,130
CW500075,2024-12,SE,0.978,155,106
CW500075,2024-12,MW,0.95,90,87
CW500075,2024-12,TX,0.998,261,133
CW500075,2024-12,MTN,0.976,120,91
CW500075,2024-12,PSW,0.94,122,117
CW500075,2024-12,PNW,0.976,111,109
CW500075,2025-01,NE,0.982,137,96
CW500075,2025-01,MA,0.99,238,126
CW500075,2025-01,SE,0.991,158,117
CW500075,2025-01,MW,0.93,57,95
CW500075,2025-01,TX,0.987,135,137
CW500075,2025-01,MTN,0.971,129,98
CW500075,2025-01,PSW,0.992,98,102
CW500075,2025-01,PNW,0.975,127,109
CW500075,2025-02,NE,0.984,94,98
CW500075,2025-02,MA,0.976,131,122
CW500075,2025-02,SE,0.983,160,119
CW500075,2025-02,MW,0.941,151,83
CW500075,2025-02,TX,0.995,210,134
CW500075,2025-02,MTN,0.979,99,99
CW500075,2025-02,PSW,0.997,106,111
CW500075,2025-02,PNW,0.97,139,125
CW500075,2025-03,NE,0.983,158,86
CW500075,2025-03,MA,0.987,257,134
CW500075,2025-03,SE,0.96,222,122
CW500075,2025-03,MW,0.947,51,90
CW500075,2025-03,TX,0.942,223,133
CW500075,2025-03,MTN,0.962,73,94
CW500075,2025-03,PSW,0.944,77,110
CW500075,2025-03,PNW,0.992,162,114
CW500075,2025-04,NE,0.97,177,91
CW500075,2025-04,MA,0.971,186,132
CW500075,2025-04,SE,0.981,155,115
CW500075,2025-04,MW,0.991,85,89
CW500075,2025-04,TX,0.974,238,138
CW500075,2025-04,MTN,0.956,86,108
CW500075,2025-04,PSW,0.94,96,106
CW500075,2025-04,PNW,1.0,168,108
CW500075,2025-05,NE,0.988,134,86
CW500075,2025-05,MA,0.949,137,135
CW500075,2025-05,SE,0.974,219,120
CW500075,2025-05,MW,0.939,139,89
CW500075,2025-05,TX,0.992,92,131
CW500075,2025-05,MTN,0.98,169,105
CW500075,2025-05,PSW,0.996,199,107
CW500075,2025-05,PNW,0.992,78,109
CW500075,2025-06,NE,0.994,156,89
CW500075,2025-06,MA,0.988,193,136
CW500075,2025-06,SE,0.98,222,118
CW500075,2025-06,MW,0.984,101,92
CW500075,2025-06,TX,0.984,202,122
CW500075,2025-06,MTN,0.964,157,94
CW500075,2025-06,PSW,0.962,157,109
CW500075,2025-06,PNW,0.968,176,114
CW500075,2025-07,NE,0.975,159,98
CW500075,2025-07,MA,0.949,215,150
CW500075,2025-07,SE,0.965,198,114
CW500075,2025-07,MW,0.958,146,92
CW500075,2025-07,TX,0.969,126,141
CW500075,2025-07,MTN,0.973,115,95
CW500075,2025-07,PSW,0.942,214,124
CW500075,2025-07,PNW,0.979,212,115
CW500075,2025-08,NE,0.961,102,90
CW500075,2025-08,MA,0.97,218,146
CW500075,2025-08,SE,0.995,112,106
CW500075,2025-08,MW,0.995,82,91
CW500075,2025-08,TX,0.981,234,130
CW500075,2025-08,MTN,0.967,186,100
CW500075,2025-08,PSW,0.956,92,112
CW500075,2025-08,PNW,0.938,119,126
CW500075,2025-09,NE,0.983,143,99
CW500075,2025-09,MA,0.976,122,141
CW500075,2025-09,SE,0.966,99,122
CW500075,2025-09,MW,0.957,120,99
CW500075,2025-09,TX,0.989,110,133
CW500075,2025-09,MTN,0.99,140,93
CW500075,2025-09,PSW,0.947,152,110
CW500075,2025-09,PNW,0.958,228,130
CW500075,2025-10,NE,0.954,146,96
CW500075,2025-10,MA,0.988,205,142
CW500075,2025-10,SE,0.985,101,114
CW500075,2025-10,MW,0.947,127,90
CW500075,2025-10,TX,0.984,239,141
CW500075,2025-10,MTN,0.932,210,115
CW500075,2025-10,PSW,0.99,74,115
CW500075,2025-10,PNW,0.947,152,125
CW500075,2025-11,NE,0.994,71,99
CW500075,2025-11,MA,0.994,264,140
CW500075,2025-11,SE,0.958,201,121
CW500075,2025-11,MW,0.999,72,88
CW500075,2025-11,TX,0.96,204,148
CW500075,2025-11,MTN,0.965,135,105
CW500075,2025-11,PSW,0.982,68,106
CW500075,2025-11,PNW,0.94,130,139
CW500075,2025-12,NE,0.97,114,90
CW500075,2025-12,MA,0.999,70,136
CW500075,2025-12,SE,0.958,180,131
CW500075,2025-12,MW,0.955,133,88
CW500075,2025-12,TX,0.971,75,147
CW500075,2025-12,MTN,0.94,171,110
CW500075,2025-12,PSW,0.945,196,122
CW500075,2025-12,PNW,0.935,124,133
CW500078,2024-01,NE,0.972,147,130
CW500078,2024-01,MA,0.991,256,140
CW500078,2024-01,SE,0.995,190,120
CW500078,2024-01,MW,0.941,194,117
CW500078,2024-01,TX,0.995,195,122
CW500078,2024-01,MTN,0.974,224,121
CW500078,2024-01,PSW,0.948,91,146
CW500078,2024-01,PNW,0.978,148,122
CW500078,2024-02,NE,0.977,104,129
CW500078,2024-02,MA,0.964,269,151
CW500078,2024-02,SE,0.976,182,135
CW500078,2024-02,MW,0.969,104,113
CW500078,2024-02,TX,0.98,260,135
CW500078,2024-02,MTN,0.958,185,134
CW500078,2024-02,PSW,0.94,130,145
CW500078,2024-02,PNW,0.93,80,120
CW500078,2024-03,NE,0.974,119,132
CW500078,2024-03,MA,0.972,238,159
CW500078,2024-03,SE,0.948,85,125
CW500078,2024-03,MW,0.985,117,111
CW500078,2024-03,TX,0.99,199,125
CW500078,2024-03,MTN,0.995,112,121
CW500078,2024-03,PSW,0.972,259,146
CW500078,2024-03,PNW,0.948,82,116
CW500078,2024-04,NE,0.944,169,138
CW500078,2024-04,MA,0.952,104,156
CW500078,2024-04,SE,0.93,139,142
CW500078,2024-04,MW,0.958,220,122
CW500078,2024-04,TX,0.945,74,144
CW500078,2024-04,MTN,0.978,192,137
CW500078,2024-04,PSW,0.935,114,152
CW500078,2024-04,PNW,0.948,143,111
CW500078,2024-05,NE,0.948,122,130
CW500078,2024-05,MA,0.93,188,169
CW500078,2024-05,SE,0.96,135,131
CW500078,2024-05,MW,0.941,140,127
CW500078,2024-05,TX,0.949,112,125
CW500078,2024-05,MTN,0.933,258,143
CW500078,2024-05,PSW,0.96,197,147
CW500078,2024-05,PNW,0.937,188,124
CW500078,2024-06,NE,0.989,103,119
CW500078,2024-06,MA,0.998,175,155
CW500078,2024-06,SE,0.964,139,132
CW500078,2024-06,MW,0.966,78,126
CW500078,2024-06,TX,0.977,193,134
CW500078,2024-06,MTN,0.956,81,139
CW500078,2024-06,PSW,0.999,178,135
CW500078,2024-06,PNW,0.937,139,128
CW500078,2024-07,NE,0.971,213,127
CW500078,2024-07,MA,0.953,87,166
CW500078,2024-07,SE,0.942,84,132
CW500078,2024-07,MW,0.945,237,126
CW500078,2024-07,TX,0.961,209,137
CW500078,2024-07,MTN,0.961,109,140
CW500078,2024-07,PSW,0.94,115,146
CW500078,2024-07,PNW,0.964,120,123
CW500078,2024-08,NE,0.949,91,134
CW500078,2024-08,MA,0.933,98,164
CW500078,2024-08,SE,0.985,85,128
CW500078,2024-08,MW,0.968,142,122
CW500078,2024-08,TX,0.976,137,138
CW500078,2024-08,MTN,0.968,195,132
CW500078,2024-08,PSW,0.99,186,140
CW500078,2024-08,PNW,0.931,114,133
CW500078,2024-09,NE,0.994,138,115
CW500078,2024-09,MA,0.936,200,157
CW500078,2024-09,SE,0.936,69,144
CW500078,2024-09,MW,0.985,153,126
CW500078,2024-09,TX,0.935,77,136
CW500078,2024-09,MTN,0.947,132,147
CW500078,2024-09,PSW,0.932,204,149
CW500078,2024-09,PNW,0.959,111,129
CW500078,2024-10,NE,0.932,139,143
CW500078,2024-10,MA,0.995,89,161
CW500078,2024-10,SE,0.991,221,130
CW500078,2024-10,MW,0.936,156,135
CW500078,2024-10,TX,0.948,85,130
CW500078,2024-10,MTN,0.97,69,142
CW500078,2024-10,PSW,0.996,198,143
CW500078,2024-10,PNW,0.988,201,119
CW500078,2024-11,NE,0.999,163,118
CW500078,2024-11,MA,0.977,261,170
CW500078,2024-11,SE,0.94,157,145
CW500078,2024-11,MW,0.988,99,120
CW500078,2024-11,TX,0.967,86,134
CW500078,2024-11,MTN,0.933,128,147
CW500078,2024-11,PSW,0.939,209,146
CW500078,2024-11,PNW,0.996,152,126
CW500078,2024-12,NE,0.933,250,143
CW500078,2024-12,MA,0.936,274,166
CW500078,2024-12,SE,0.998,181,141
CW500078,2024-12,MW,0.951,122,132
CW500078,2024-12,TX,0.964,94,147
CW500078,2024-12,MTN,0.985,249,133
CW500078,2024-12,PSW,0.992,280,162
CW500078,2024-12,PNW,0.972,95,118
CW500078,2025-01,NE,0.991,172,121
CW500078,2025-01,MA,0.964,303,169
CW500078,2025-01,SE,0.981,186,139
CW500078,2025-01,MW,0.942,212,135
CW500078,2025-01,TX,0.943,69,136
CW500078,2025-01,MTN,0.972,231,134
CW500078,2025-01,PSW,0.944,212,149
CW500078,2025-01,PNW,0.971,152,123
CW500078,2025-02,NE,0.942,234,128
CW500078,2025-02,MA,0.937,179,168
CW500078,2025-02,SE,0.954,95,135
CW500078,2025-02,MW,0.962,85,132
CW500078,2025-02,TX,0.943,88,140
CW500078,2025-02,MTN,0.939,171,154
CW500078,2025-02,PSW,0.934,149,173
CW500078,2025-02,PNW,0.958,139,128
CW500078,2025-03,NE,0.986,197,127
CW500078,2025-03,MA,0.954,240,170
CW500078,2025-03,SE,0.982,269,137
CW500078,2025-03,MW,0.96,120,120
CW500078,2025-03,TX,0.951,123,150
CW500078,2025-03,MTN,0.974,193,148
CW500078,2025-03,PSW,0.96,267,162
CW500078,2025-03,PNW,0.934,82,135
CW500078,2025-04,NE,0.985,146,135
CW500078,2025-04,MA,0.935,101,178
CW500078,2025-04,SE,0.957,250,144
CW500078,2025-04,MW,0.97,140,136
CW500078,2025-04,TX,0.968,154,136
CW500078,2025-04,MTN,0.974,179,149
CW500078,2025-04,PSW,0.964,154,163
CW500078,2025-04,PNW,0.985,246,127
CW500078,2025-05,NE,0.95,78,137
CW500078,2025-05,MA,0.936,237,169
CW500078,2025-05,SE,0.955,120,132
CW500078,2025-05,MW,0.969,177,124
CW500078,2025-05,TX,0.993,102,133
CW500078,2025-05,MTN,0.966,101,148
CW500078,2025-05,PSW,0.977,89,164
CW500078,2025-05,PNW,0.998,132,118
CW500078,2025-06,NE,0.96,112,145
CW500078,2025-06,MA,0.954,96,159
CW500078,2025-06,SE,0.982,241,140
CW500078,2025-06,MW,0.969,212,121
CW500078,2025-06,TX,0.983,194,132
CW500078,2025-06,MTN,0.931,248,142
CW500078,2025-06,PSW,0.962,96,171
CW500078,2025-06,PNW,0.948,194,136
CW500078,2025-07,NE,0.977,112,136
CW500078,2025-07,MA,0.977,186,160
CW500078,2025-07,SE,0.983,69,132
CW500078,2025-07,MW,0.97,247,134
CW500078,2025-07,TX,0.952,143,137
CW500078,2025-07,MTN,0.933,132,138
CW500078,2025-07,PSW,0.978,212,170
CW500078,2025-07,PNW,0.965,188,136
CW500078,2025-08,NE,0.942,246,148
CW500078,2025-08,MA,0.967,247,165
CW500078,2025-08,SE,0.965,150,145
CW500078,2025-08,MW,0.984,110,130
CW500078,2025-08,TX,0.99,219,131
CW500078,2025-08,MTN,0.945,158,150
CW500078,2025-08,PSW,0.965,197,162
CW500078,2025-08,PNW,0.963,128,135
CW500078,2025-09,NE,0.944,98,131
CW500078,2025-09,MA,0.959,242,177
CW500078,2025-09,SE,0.981,119,138
CW500078,2025-09,MW,0.997,123,119
CW500078,2025-09,TX,0.96,96,155
CW500078,2025-09,MTN,0.973,113,153
CW500078,2025-09,PSW,0.956,163,172
CW500078,2025-09,PNW,0.99,177,128
CW500078,2025-10,NE,0.99,227,140
CW500078,2025-10,MA,0.94,136,170
CW500078,2025-10,SE,0.96,152,133
CW500078,2025-10,MW,0.997,171,129
CW500078,2025-10,TX,0.943,196,150
CW500078,2025-10,MTN,0.999,162,137
CW500078,2025-10,PSW,0.939,285,170
CW500078,2025-10,PNW,0.958,101,125
CW500078,2025-11,NE,0.988,148,128
CW500078,2025-11,MA,0.944,168,182
CW500078,2025-11,SE,0.955,238,142
CW500078,2025-11,MW,0.96,124,130
CW500078,2025-11,TX,0.995,145,133
CW500078,2025-11,MTN,0.986,88,156
CW500078,2025-11,PSW,0.967,127,159
CW500078,2025-11,PNW,0.934,196,125
CW500078,2025-12,NE,0.97,196,138
CW500078,2025-12,MA,0.991,227,177
CW500078,2025-12,SE,0.968,128,156
CW500078,2025-12,MW,0.99,85,139
CW500078,2025-12,TX,0.951,155,141
CW500078,2025-12,MTN,0.947,116,142
CW500078,2025-12,PSW,0.945,141,156
CW500078,2025-12,PNW,0.953,173,137
CW500081,2024-01,NE,0.994,40,37
CW500081,2024-01,MA,0.961,47,38
CW500081,2024-01,SE,0.938,35,30
CW500081,2024-01,MW,0.945,39,29
CW500081,2024-01,TX,0.956,60,34
CW500081,2024-01,MTN,0.989,23,36
CW500081,2024-01,PSW,0.936,39,28
CW500081,2024-01,PNW,0.956,24,32
CW500081,2024-02,NE,0.982,54,39
CW500081,2024-02,MA,0.953,65,36
CW500081,2024-02,SE,0.955,41,32
CW500081,2024-02,MW,0.938,19,30
CW500081,2024-02,TX,0.938,57,33
CW500081,2024-02,MTN,0.955,63,36
CW500081,2024-02,PSW,0.96,22,28
CW500081,2024-02,PNW,0.957,40,29
CW500081,2024-03,NE,0.944,71,45
CW500081,2024-03,MA,0.962,45,34
CW500081,2024-03,SE,0.984,42,29
CW500081,2024-03,MW,0.991,46,33
CW500081,2024-03,TX,0.932,30,35
CW500081,2024-03,MTN,0.988,64,36
CW500081,2024-03,PSW,0.973,51,27
CW500081,2024-03,PNW,0.967,49,29
CW500081,2024-04,NE,0.959,27,40
CW500081,2024-04,MA,0.991,28,37
CW500081,2024-04,SE,0.941,44,32
CW500081,2024-04,MW,0.958,45,34
CW500081,2024-04,TX,0.988,50,32
CW500081,2024-04,MTN,0.988,67,35
CW500081,2024-04,PSW,0.956,29,28
CW500081,2024-04,PNW,0.962,48,30
CW500081,2024-05,NE,0.968,38,40
CW500081,2024-05,MA,0.951,60,39
CW500081,2024-05,SE,0.936,38,30
CW500081,2024-05,MW,0.991,19,29
CW500081,2024-05,TX,0.943,44,36
CW500081,2024-05,MTN,0.965,60,34
CW500081,2024-05,PSW,0.951,48,29
CW500081,2024-05,PNW,0.978,35,30
CW500081,2024-06,NE,0.948,45,40
CW500081,2024-06,MA,0.988,55,37
CW500081,2024-06,SE,0.997,23,30
CW500081,2024-06,MW,0.978,20,30
CW500081,2024-06,TX,0.962,54,34
CW500081,2024-06,MTN,0.991,57,34
CW500081,2024-06,PSW,0.989,49,29
CW500081,2024-06,PNW,0.972,35,30
CW500081,2024-07,NE,0.955,55,41
CW500081,2024-07,MA,0.951,18,35
CW500081,2024-07,SE,0.95,52,29
CW500081,2024-07,MW,0.935,29,36
CW500081,2024-07,TX,0.998,31,34
CW500081,2024-07,MTN,0.98,25,35
CW500081,2024-07,PSW,0.97,37,26
CW500081,2024-07,PNW,0.985,45,29
CW500081,2024-08,NE,0.956,46,39
CW500081,2024-08,MA,0.952,59,36
CW500081,2024-08,SE,0.984,20,29
CW500081,2024-08,MW,0.995,25,30
CW500081,2024-08,TX,0.978,28,36
CW500081,2024-08,MTN,0.944,46,36
CW500081,2024-08,PSW,0.952,50,28
CW500081,2024-08,PNW,0.949,18,30
CW500081,2024-09,NE,0.968,69,44
CW500081,2024-09,MA,0.984,62,34
CW500081,2024-09,SE,0.984,54,31
CW500081,2024-09,MW,0.993,50,30
CW500081,2024-09,TX,0.994,21,33
CW500081,2024-09,MTN,0.95,59,38
CW500081,2024-09,PSW,0.994,46,31
CW500081,2024-09,PNW,0.973,42,32
CW500081,2024-10,NE,0.94,63,42
CW500081,2024-10,MA,0.941,39,36
CW500081,2024-10,SE,0.988,27,32
CW500081,2024-10,MW,0.959,51,31
CW500081,2024-10,TX,0.983,40,33
CW500081,2024-10,MTN,0.99,71,36
CW500081,2024-10,PSW,0.949,25,29
CW500081,2024-10,PNW,0.996,17,33
CW500081,2024-11,NE,0.962,72,44
CW500081,2024-11,MA,0.941,30,38
CW500081,2024-11,SE,0.994,48,30
CW500081,2024-11,MW,0.946,21,32
CW500081,2024-11,TX,0.957,22,38
CW500081,2024-11,MTN,0.957,41,34
CW500081,2024-11,PSW,0.997,48,27
CW500081,2024-11,PNW,0.938,42,31
CW500081,2024-12,NE,0.971,38,42
CW500081,2024-12,MA,0.936,31,39
CW500081,2024-12,SE,0.967,49,33
CW500081,2024-12,MW,0.998,30,31
CW500081,2024-12,TX,0.943,65,38
CW500081,2024-12,MTN,0.977,54,35
CW500081,2024-12,PSW,0.939,47,30
CW500081,2024-12,PNW,0.933,24,36
CW500081,2025-01,NE,0.948,82,47
CW500081,2025-01,MA,0.974,55,38
CW500081,2025-01,SE,0.965,56,34
CW500081,2025-01,MW,0.939,61,34
CW500081,2025-01,TX,0.943,43,40
CW500081,2025-01,MTN,0.977,64,38
CW500081,2025-01,PSW,0.967,45,31
CW500081,2025-01,PNW,0.997,29,31
CW500081,2025-02,NE,0.967,73,40
CW500081,2025-02,MA,0.97,57,35
CW500081,2025-02,SE,0.964,53,32
CW500081,2025-02,MW,0.945,26,32
CW500081,2025-02,TX,0.973,50,34
CW500081,2025-02,MTN,0.958,29,37
CW500081,2025-02,PSW,0.995,46,28
CW500081,2025-02,PNW,0.963,58,33
CW500081,2025-03,NE,0.965,83,43
CW500081,2025-03,MA,0.988,40,36
CW500081,2025-03,SE,0.979,36,31
CW500081,2025-03,MW,0.99,29,32
CW500081,2025-03,TX,0.98,71,38
CW500081,2025-03,MTN,0.934,59,37
CW500081,2025-03,PSW,0.962,32,32
CW500081,2025-03,PNW,0.982,50,33
CW500081,2025-04,NE,0.995,25,44
CW500081,2025-04,MA,0.957,69,36
CW500081,2025-04,SE,0.942,20,31
CW500081,2025-04,MW,0.99,56,35
CW500081,2025-04,TX,0.934,67,40
CW500081,2025-04,MTN,0.999,52,36
CW500081,2025-04,PSW,0.963,50,30
CW500081,2025-04,PNW,0.987,61,35
CW500081,2025-05,NE,0.952,31,45
CW500081,2025-05,MA,0.97,42,37
CW500081,2025-05,SE,0.99,39,34
CW500081,2025-05,MW,0.933,23,34
CW500081,2025-05,TX,0.958,50,38
CW500081,2025-05,MTN,0.978,62,35
CW500081,2025-05,PSW,0.958,23,30
CW500081,2025-05,PNW,0.977,37,30
CW500081,2025-06,NE,0.985,79,42
CW500081,2025-06,MA,0.99,31,35
CW500081,2025-06,SE,0.976,48,31
CW500081,2025-06,MW,0.995,64,33
CW500081,2025-06,TX,0.975,56,35
CW500081,2025-06,MTN,0.952,56,36
CW500081,2025-06,PSW,0.931,15,33
CW500081,2025-06,PNW,0.976,30,31
CW500081,2025-07,NE,0.991,85,45
CW500081,2025-07,MA,0.968,63,38
CW500081,2025-07,SE,0.937,38,35
CW500081,2025-07,MW,0.943,54,34
CW500081,2025-07,TX,0.947,42,41
CW500081,2025-07,MTN,0.967,66,38
CW500081,2025-07,PSW,0.958,52,32
CW500081,2025-07,PNW,0.932,56,34
CW500081,2025-08,NE,0.988,58,43
CW500081,2025-08,MA,0.948,56,43
CW500081,2025-08,SE,0.979,53,33
CW500081,2025-08,MW,0.959,51,36
CW500081,2025-08,TX,0.948,49,36
CW500081,2025-08,MTN,0.939,53,38
CW500081,2025-08,PSW,0.961,25,31
CW500081,2025-08,PNW,0.944,27,37
CW500081,2025-09,NE,0.957,63,45
CW500081,2025-09,MA,0.979,54,36
CW500081,2025-09,SE,0.957,60,35
CW500081,2025-09,MW,0.969,29,34
CW500081,2025-09,TX,0.988,66,37
CW500081,2025-09,MTN,0.938,22,40
CW500081,2025-09,PSW,0.95,33,32
CW500081,2025-09,PNW,0.981,35,32
CW500081,2025-10,NE,0.938,60,43
CW500081,2025-10,MA,0.969,34,41
CW500081,2025-10,SE,0.95,32,35
CW500081,2025-10,MW,0.968,67,35
CW500081,2025-10,TX,0.974,32,35
CW500081,2025-10,MTN,0.953,40,36
CW500081,2025-10,PSW,0.99,24,31
CW500081,2025-10,PNW,0.964,38,37
CW500081,2025-11,NE,0.961,68,47
CW500081,2025-11,MA,0.956,69,37
CW500081,2025-11,SE,0.994,49,34
CW500081,2025-11,MW,0.973,34,34
CW500081,2025-11,TX,0.942,32,41
CW500081,2025-11,MTN,0.975,72,39
CW500081,2025-11,PSW,0.988,47,29
CW500081,2025-11,PNW,0.957,30,35
CW500081,2025-12,NE,0.966,40,44
CW500081,2025-12,MA,0.952,69,42
CW500081,2025-12,SE,0.944,33,32
CW500081,2025-12,MW,0.936,33,34
CW500081,2025-12,TX,0.975,57,37
CW500081,2025-12,MTN,0.994,81,41
CW500081,2025-12,PSW,0.952,47,33
CW500081,2025-12,PNW,0.939,64,38
CW500084,2024-01,NE,0.988,159,179
CW500084,2024-01,MA,0.998,306,157
CW500084,2024-01,SE,0.98,300,193
CW500084,2024-01,MW,0.955,340,181
CW500084,2024-01,TX,0.974,295,202
CW500084,2024-01,MTN,0.931,211,206
CW500084,2024-01,PSW,0.968,287,212
CW500084,2024-01,PNW,0.951,312,234
CW500084,2024-02,NE,0.989,97,187
CW500084,2024-02,MA,0.954,177,166
CW500084,2024-02,SE,0.964,351,191
CW500084,2024-02,MW,0.992,278,156
CW500084,2024-02,TX,0.962,214,196
CW500084,2024-02,MTN,0.962,332,204
CW500084,2024-02,PSW,0.953,288,211
CW500084,2024-02,PNW,0.954,158,216
CW500084,2024-03,NE,0.979,297,181
CW500084,2024-03,MA,0.937,101,176
CW500084,2024-03,SE,0.944,144,202
CW500084,2024-03,MW,0.951,286,180
CW500084,2024-03,TX,0.992,212,180
CW500084,2024-03,MTN,0.942,250,197
CW500084,2024-03,PSW,0.947,307,209
CW500084,2024-03,PNW,0.969,103,207
CW500084,2024-04,NE,0.982,121,192
CW500084,2024-04,MA,0.998,150,175
CW500084,2024-04,SE,0.962,109,200
CW500084,2024-04,MW,0.944,128,167
CW500084,2024-04,TX,0.948,321,195
CW500084,2024-04,MTN,0.988,223,199
CW500084,2024-04,PSW,0.973,133,209
CW500084,2024-04,PNW,0.991,204,222
CW500084,2024-05,NE,0.948,264,184
CW500084,2024-05,MA,0.995,290,170
CW500084,2024-05,SE,0.961,366,192
CW500084,2024-05,MW,0.98,195,161
CW500084,2024-05,TX,0.985,129,183
CW500084,2024-05,MTN,0.992,355,190
CW500084,2024-05,PSW,0.984,285,210
CW500084,2024-05,PNW,0.951,359,208
CW500084,2024-06,NE,0.963,221,175
CW500084,2024-06,MA,0.987,202,163
CW500084,2024-06,SE,0.955,213,184
CW500084,2024-06,MW,0.953,84,171
CW500084,2024-06,TX,0.944,307,185
CW500084,2024-06,MTN,0.941,310,223
CW500084,2024-06,PSW,0.977,293,221
CW500084,2024-06,PNW,0.973,374,206
CW500084,2024-07,NE,0.937,164,191
CW500084,2024-07,MA,0.933,168,189
CW500084,2024-07,SE,0.957,309,193
CW500084,2024-07,MW,0.93,123,194
CW500084,2024-07,TX,0.943,227,198
CW500084,2024-07,MTN,0.998,350,213
